StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,age,gender,gender_5_TEXT,country,recall-pos-text,recall-neg-text,bang-1_1,bang-1_2,bang-1_3,bang-1_4,bang-1_5,bang-1_6,bang-1_7,bang-1_8,bang-1_9,bang-1_10,bang-1_11,bang-1_12,bang-1_13,bang-1_14,bang-1_15,bang-1_16,bang-1_17,bang-1_18,bang-1_19,bang-1_20,bang-1_21,bang-1_22,bang-1_23,bang-2 _1,bang-2 _2,bang-2 _3,bang-2 _4,bang-2 _5,bang-2 _6,bang-2 _7,bang-2 _8,bang-2 _9,bang-2 _10,bang-2 _11,bang-2 _12,bang-2 _13,bang-2 _14,bang-2 _15,bang-2 _16,bang-2 _17,bang-2 _18,bang-2 _19,bang-2 _20,bang-2 _21,bang-2 _22,bang-2 _23,bang-3_1,bang-3_2,bang-3_3,bang-3_4,bang-3_5,bang-3_6,bang-3_7,bang-3_8,bang-3_9,bang-3_10,bang-3_11,bang-3_12,bang-3_13,bang-3_14,bang-3_15,bang-3_16,bang-3_17,bang-3_18,bang-3_19,bang-3_20,bang-3_21,bang-3_22,bang-3_23,bang-4_1,bang-4_2,bang-4_3,bang-4_4,bang-4_5,bang-4_6,bang-4_7,bang-4_8,bang-4_9,bang-4_10,bang-4_11,bang-4_12,bang-4_13,bang-4_14,bang-4_15,bang-4_16,bang-4_17,bang-4_18,bang-4_19,bang-4_20,bang-4_21,bang-4_22,bang-4_23,bang-4_24,bang-4_25,trust,trust_3_TEXT,PROLIFIC_PID,Create New Field or Choose From Dropdown...
2022-12-19 14:27:10,2022-12-19 14:42:08,0,100,898,1,2022-12-19 14:42:09,R_2ffCbPGq8dgwwXu,anonymous,EN,"1,2,3,4,5,6,7",43,2,,161,,The maze game that I played using a vr headset. The graphics is really good and colorful but the ball gets stuck in the maze. It only allows me a few tries to get the prizes before I can proceed to the next maze. I could not get to the prizes in time so I had to restart several times. It was really frustrating. I just ended the game.,7,3,6,7,6,1,6,1,7,6,7,6,1,1,6,4,1,1,1,7,2,1,2,1,7,2,7,7,1,1,7,1,1,2,7,1,1,1,7,7,2,4,7,4,2,5,1,7,7,4,1,6,7,5,7,2,5,2,1,1,7,7,2,1,7,7,1,7,3,2,6,1,7,7,1,1,2,1,2,1,6,1,7,7,3,4,1,3,7,1,3,1,7,3,1,,5e58f7ebe74f460f89b26ca9,
2022-12-19 14:31:18,2022-12-19 14:42:12,0,100,654,1,2022-12-19 14:42:13,R_d6jXmTGoIkPLvjP,anonymous,EN,"1,2,3,4,5,6,7",21,1,,138,,"Genshin impact.
Game where the endgame is very limited and one of the core ideas is new characters come out and u want to play with them and test them.
The problem is, if the endgame is limited u cant really test the potentional of the character.
In a recent interview they said no new endgame would come because of fear of causing anxiety to players. How can they say that when its a gacha game and its based off FOMO?",2,2,3,4,2,2,5,5,4,2,2,4,2,2,5,5,3,2,1,6,5,6,5,4,2,5,3,7,5,1,1,2,2,2,2,2,3,2,5,5,6,6,5,2,3,4,1,6,6,4,4,4,5,3,3,5,5,3,5,5,3,4,4,3,3,3,4,4,5,5,3,3,3,3,2,2,2,4,3,4,5,4,3,3,4,4,3,5,5,5,3,5,3,5,1,,614887bcee2a32a2dd237b34,
2022-12-19 14:29:23,2022-12-19 14:42:13,0,100,769,1,2022-12-19 14:42:13,R_2zShgarkADBAbs4,anonymous,EN,"1,2,3,4,5,6,7",34,2,,84,,"horizon zero dawn, made me feel quite bored, I didn't like the approach of the game that required me to do whole minutes between one point and another of the hidden map and walking slowly because the game is not designed to collide with enemies .",5,1,6,5,2,1,1,4,4,5,7,1,1,1,7,2,1,6,1,2,1,1,1,1,1,3,6,7,1,5,1,1,1,1,5,1,2,1,5,7,1,4,5,2,6,1,2,5,7,5,3,4,6,7,5,1,1,2,3,3,2,5,1,1,1,6,1,7,2,2,4,1,5,6,1,1,1,1,1,6,3,2,1,3,7,4,2,1,2,1,1,3,6,1,1,,5e74d743a733ce023f819a4a,
2022-12-19 14:31:18,2022-12-19 14:42:19,0,100,660,1,2022-12-19 14:42:19,R_pitL1ri4XxpJpGF,anonymous,EN,"1,2,3,4,5,6,7",22,5,Agender,137,,"Lastly I played Rayman Origins. The game is a platformer one which I generally enjoy, but the mechanics of movement didn't match my expectations and preferences. I felt dull and a bit irritated.",5,2,6,7,3,4,2,5,6,5,6,1,2,5,3,2,3,5,2,5,2,3,2,4,2,7,5,6,2,2,6,2,4,2,5,2,5,3,5,5,2,2,5,2,6,4,5,6,6,4,2,6,7,5,6,5,6,2,1,2,6,5,2,3,6,7,4,5,6,6,5,2,6,4,1,5,3,1,2,2,5,1,3,2,6,4,2,3,6,5,2,3,6,2,1,,6087f7c941fec25e3bfa3428,
2022-12-19 14:32:03,2022-12-19 14:42:25,0,100,621,1,2022-12-19 14:42:25,R_1d5Hfw8Zq805xx7,anonymous,EN,"1,2,3,4,5,6,7",35,1,,67,,"I was playing Death Stranding, and while the cinematics were gorgeous and the story was compelling, the gameplay was tedious and boring so it felt like a chore that had to be completed in order to be rewarded with the next cinematic.",3,5,3,2,2,4,2,5,3,1,2,5,2,2,5,3,3,5,4,5,5,6,5,3,1,5,1,6,3,3,2,3,4,3,3,3,5,4,5,3,6,7,2,2,7,3,2,5,5,3,4,7,6,7,2,3,2,3,3,2,4,7,5,2,2,2,2,7,2,4,3,5,6,2,2,5,5,2,1,1,6,2,2,3,5,6,3,2,2,1,2,5,2,4,1,,5ecd58b69c382e0a177e0f61,
2022-12-19 14:30:05,2022-12-19 14:42:35,0,100,750,1,2022-12-19 14:42:36,R_ptIoG1IAIJvqEP7,anonymous,EN,"1,2,3,4,5,6,7",28,1,,67,,"it was when i was playing league of legends i wasn't playing well better not to play at all then but i was bored . one of the reasons i wasn't having fun was because of teammates swearing or being uncooperative ",6,6,3,5,5,3,6,6,2,2,1,7,3,5,5,6,7,1,7,4,5,7,4,3,1,3,7,6,3,2,5,3,5,3,5,5,6,2,5,4,5,7,5,2,7,5,7,5,4,7,3,7,5,5,7,5,4,4,5,3,4,7,4,7,3,5,5,5,4,2,5,3,5,4,3,6,7,5,3,3,5,5,3,3,6,7,5,6,5,7,7,6,6,7,1,,5e7f50d76db6e8620ea3440a,
2022-12-19 14:27:25,2022-12-19 14:42:39,0,100,913,1,2022-12-19 14:42:39,R_3J91Rhe4D3izFzR,anonymous,EN,"1,2,3,4,5,6,7",31,2,,57,,"The game was called Overcooked. I couldn't clear a difficult level quite early in the game so I felt overwhelmed, since I had heard a lot of good feedback about the game and I was really looking foward to playing it. But in reality it was such a big disappointment.",6,2,6,6,4,1,5,2,1,6,4,4,1,2,4,2,2,1,1,7,2,2,2,1,5,7,7,7,2,1,5,1,1,1,5,1,1,1,6,7,2,2,7,1,2,4,1,5,6,1,1,5,5,5,6,2,6,1,2,1,7,7,4,2,4,5,1,7,4,1,7,2,6,7,1,2,2,1,4,1,6,5,2,1,6,4,1,2,7,2,3,2,6,3,1,,5c9ce9054a839d0001e78133,
2022-12-19 14:29:45,2022-12-19 14:42:44,0,100,778,1,2022-12-19 14:42:44,R_20YFbneZ9OsAnAA,anonymous,EN,"1,2,3,4,5,6,7",40,1,,76,,"That game was Callisto Protocol. It took place on another planet, and you had to fight against the infected. I didn't like the fight system and it was quite short.",3,3,4,3,4,3,5,3,2,3,5,2,3,4,3,5,5,3,3,4,3,3,2,5,2,4,3,5,3,4,3,4,3,3,5,3,6,2,5,5,3,2,3,3,3,4,3,5,3,2,3,6,4,5,3,3,6,5,5,4,5,5,3,5,3,3,3,6,4,5,5,3,5,6,3,6,5,4,4,5,3,4,5,3,5,2,5,5,5,4,5,6,5,3,1,,6153fe02f96d83a510c3c92b,
2022-12-19 14:30:55,2022-12-19 14:42:51,0,100,715,1,2022-12-19 14:42:51,R_3NIKpZ09YLCpS6L,anonymous,EN,"1,2,3,4,5,6,7",22,1,,111,,"It was League of Legends, I was playing a ranked match and our mid lane was losing against the other mid lanner so our mid lanner started to course our jungle because of the lack of ganks, the jg ignored him, and then after 10 or 15 min our mid lanner abandoned the match thus making us lose it.",4,6,4,5,2,6,4,6,1,3,2,6,7,5,4,6,4,6,6,5,6,6,6,7,1,2,6,5,6,5,3,7,7,7,1,6,6,6,5,4,4,6,5,7,2,2,5,5,6,6,7,6,5,4,3,5,4,5,5,5,5,4,4,5,5,3,6,6,5,5,4,6,4,4,6,5,6,5,5,5,3,5,3,4,3,2,4,4,5,5,5,5,3,6,1,,603092d2cd3854f43df2c885,
2022-12-19 14:30:07,2022-12-19 14:42:57,0,100,770,1,2022-12-19 14:42:57,R_OroPN1KX38eHC0x,anonymous,EN,"1,2,3,4,5,6,7",26,1,,137,I enjoyed the most the binding of isaac with dlc's. I spend over 400h in this game and completed all achievements. I felt proud when i finished this game.,,2,6,2,3,2,3,4,6,2,3,2,2,5,6,2,3,5,3,5,3,5,6,5,5,1,4,3,6,5,4,2,5,6,5,4,3,5,6,2,3,5,6,2,5,3,2,3,5,2,2,6,3,4,2,2,6,4,3,6,5,4,3,2,5,2,3,6,2,3,6,2,5,2,3,6,6,6,5,5,5,3,4,2,2,3,2,6,5,6,5,6,7,2,6,1,,5fbbc75f884010d82bf37532,
2022-12-19 14:29:58,2022-12-19 14:42:58,0,100,780,1,2022-12-19 14:43:01,R_24nMxawhQVj9ENv,anonymous,EN,"1,2,3,4,5,6,7",31,1,,111,,"I bought the elder scroll online and played for approximately 2 hours and the movements became very heavy and slow, excessively repetitive and with graphics that already feel very old, thank God that there is a refund on steam.",4,3,3,4,4,4,3,3,4,2,2,3,4,2,4,3,4,4,3,4,3,4,3,5,4,5,3,4,4,5,4,5,6,4,4,3,4,3,3,4,4,4,3,4,5,4,2,2,3,4,4,3,5,4,4,3,3,4,6,4,3,4,5,4,3,4,4,3,4,3,6,4,6,4,3,3,3,4,5,3,4,2,3,4,5,4,3,4,4,5,3,4,4,3,1,,5b36e844cf5e6a00018303a8,
2022-12-19 14:30:44,2022-12-19 14:43:03,0,100,739,1,2022-12-19 14:43:04,R_cGPzDpuGCG6jjxL,anonymous,EN,"1,2,3,4,5,6,7",19,1,,161,,Overwach 2. The game is very different to what im used to and the disparity in match making made it a bad experience for beginners. I felt like I did not know what I was doing,6,5,5,6,5,6,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,7,7,6,7,5,3,3,3,6,7,2,2,2,6,6,6,6,3,4,1,7,7,7,6,5,4,5,5,4,6,5,6,5,6,5,3,5,3,5,3,5,6,6,6,6,6,1,3,2,1,2,3,5,4,2,4,5,5,6,6,2,6,6,2,2,5,6,6,3,5,4,1,,60edaadb4a0a769d9a7eff81,
2022-12-19 14:32:21,2022-12-19 14:43:04,0,100,643,1,2022-12-19 14:43:05,R_1LB82sKzyzqRmkB,anonymous,EN,"1,2,3,4,5,6,7",28,1,,67,,"Recently bought Watch Dogs Legion because the whole 'play whichever NPC you want' feature intrigued me a bit, however the game quickly gets repetitive and is actually somewhat barebones when it comes to gadgets, weapons and skills. Theres no point in investing any time building up a team when you can easily do missions using 2 or 3 basic archtype npcs.
",5,3,6,3,4,1,3,4,1,1,6,1,3,2,4,6,4,3,4,6,5,5,5,1,1,3,1,3,3,1,1,1,1,1,1,1,4,1,1,6,5,4,4,1,1,1,1,5,2,1,1,1,3,3,3,2,4,1,4,3,1,6,4,1,1,1,1,6,1,1,6,5,4,5,1,2,5,1,1,1,4,1,1,1,1,1,1,4,1,1,4,4,4,5,1,,5cf6a3bb041d260001e5d7a1,
2022-12-19 14:28:25,2022-12-19 14:43:19,0,100,894,1,2022-12-19 14:43:19,R_26nXQdYfmX8MpyN,anonymous,EN,"1,2,3,4,5,6,7",55,2,,163,"The last game that I played was Sims 4, my favorite. I spent a couple of hours building a house then played my household. I let the game play my characters for about 20 minutes without my help and one of my Sims became pregnant by someone other than her husband. It was hilarious. I felt happy building my house to share with other users, amazed that my female Sim became pregnant, and overall I felt stress free from daily life and responsibilities.",,1,7,1,1,1,5,4,7,1,1,1,1,3,6,1,1,7,7,7,1,7,7,7,6,1,1,1,1,7,7,1,6,4,6,1,7,7,7,1,1,7,1,1,6,1,1,6,1,1,1,6,1,1,1,1,7,4,7,7,7,1,5,1,6,1,1,6,1,7,6,1,7,1,1,7,7,7,4,7,7,1,1,1,1,5,4,6,7,1,7,7,7,2,7,1,,5df81d8654e2f05bc569678b,
2022-12-19 14:32:44,2022-12-19 14:43:25,0,100,641,1,2022-12-19 14:43:26,R_1QECRVuR3V3spZx,anonymous,EN,"1,2,3,4,5,6,7",30,2,,76,,"I recently started playing World of Warcraft for the first time and I chose a class that has lots of area of effect type of skills. Unfortunately this means that whenever I am in a more enclosed space, all enemies around attack me as they are affected by my AoE skills. This means that many time I die, due to the fact that I accidentally pull more enemies that I can handle. This is very unbalanced and annoying.",5,3,5,5,1,4,1,5,2,3,2,5,3,4,1,6,3,5,3,2,4,5,5,2,2,1,5,5,3,5,2,2,2,5,2,4,5,2,6,4,6,3,3,2,1,5,3,5,5,3,5,4,3,2,5,4,2,2,4,5,5,3,1,5,1,1,3,3,4,3,5,6,3,6,4,5,5,4,4,2,5,1,1,2,1,5,3,5,2,5,5,3,5,3,1,,5c59ceb27e554c0001257ff4,
2022-12-19 14:31:19,2022-12-19 14:43:28,0,100,729,1,2022-12-19 14:43:29,R_1jCatoguBgYWgEE,anonymous,EN,"1,2,3,4,5,6,7",22,1,,35,,"Rust. I shoot a guy with a lot of bullets, but he didn´t die, and also shoot me onces in the head killing me instantly. I felt bad, I was tracking him from far away and couldn´t kill him.",2,6,2,3,1,1,1,5,1,1,7,6,5,6,1,3,5,1,3,7,5,5,5,1,1,7,5,5,3,5,3,1,1,1,1,1,3,1,5,1,7,2,1,1,5,7,5,6,3,7,1,3,5,6,7,5,1,3,3,2,2,1,1,5,1,2,1,5,2,3,5,6,1,3,1,5,7,1,5,1,5,1,1,6,3,5,2,5,2,1,5,2,3,5,1,,5c60c298af517e0001a00b00,
2022-12-19 14:29:27,2022-12-19 14:43:36,0,100,848,1,2022-12-19 14:43:36,R_3O8rHKxG09py27C,anonymous,EN,"1,2,3,4,5,6,7",41,1,,76,,"The last game I didn't enjoyed was The Textorcist. I had great expectations because the story and the graphics was really good, but eventually I found the game to fast and extreme hard for me. You had to control your character on the battlefield and to enter textes on your keyboard simultaneously or the enemy killed you. It gave me much frustration that I died all the time and I didn't enjoyed it at all and after a short while I uninstalled it.",7,4,7,7,2,1,5,2,1,7,1,1,3,7,1,1,2,2,3,4,4,2,2,2,1,1,6,7,2,4,2,1,1,1,7,1,1,1,6,7,4,1,7,1,3,1,1,4,7,1,1,7,7,1,7,7,6,2,2,1,7,7,2,1,2,7,1,1,1,6,3,2,4,7,1,2,4,2,2,1,4,6,2,1,6,1,1,4,7,3,3,1,7,3,1,,5d7df958cb6cf00001399929,
2022-12-19 14:30:18,2022-12-19 14:43:41,0,100,803,1,2022-12-19 14:43:41,R_1XtBPcH6i0RngSl,anonymous,EN,"1,2,3,4,5,6,7",30,1,,137,"The game was Persona 5 Royal, I really liked the story and progressing in the game made me excited. I felt really involved with this game. ",,3,6,2,3,1,5,2,6,1,1,1,3,6,6,2,1,6,7,7,1,6,6,6,5,1,2,2,2,6,7,2,6,6,7,2,7,6,7,2,2,6,3,2,7,3,2,6,5,2,4,7,6,3,3,2,6,5,6,6,6,2,3,5,6,1,2,6,3,4,6,2,6,2,2,6,6,6,7,5,7,2,2,1,2,3,3,5,6,2,7,6,6,5,5,1,,5fc5cb032e43fa1672e5d224,
2022-12-19 14:30:16,2022-12-19 14:43:42,0,100,805,1,2022-12-19 14:43:42,R_3mkivOj3jgS6cRR,anonymous,EN,"1,2,3,4,5,6,7",29,3,,161,,"The most recent game I played that I didn't enjoy or had a negative experience with was Fortnite.

I played with 3 other friends and I try to play as a team but there was no clear communication and we ended playing multiple matches where we just died due to other players killing us immediately or poor team work and communication.

I felt a lot of frustration and have been reluctant to play since.",4,4,5,5,2,7,2,6,4,2,2,6,4,5,5,4,5,5,5,5,4,5,5,6,1,4,5,5,2,1,2,2,7,1,4,1,5,5,5,6,4,6,3,6,6,6,5,3,5,5,4,5,4,7,5,3,5,2,5,4,5,5,5,5,3,2,4,4,2,3,4,3,3,5,2,4,5,3,3,2,2,4,4,4,2,6,2,2,4,2,4,5,5,5,1,,60d31fd9738ee9683964e935,
2022-12-19 14:31:39,2022-12-19 14:43:51,0,100,731,1,2022-12-19 14:43:51,R_3PcxBq68Nozv7Pw,anonymous,EN,"1,2,3,4,5,6,7",30,1,,137,"The game I was recently enjoying was Stray. It's about a cat lost in the post-apocalyptic world inhabited by robots. It was so much fun to play as a cat, especially because it is kind of new approach on main character to be a pet, and the hole story is presented form its point of view.  ",,3,3,2,1,2,5,3,5,4,2,4,2,6,5,2,1,6,6,6,2,5,5,5,4,1,1,1,2,7,5,3,6,6,4,2,6,6,6,2,2,6,4,3,5,2,5,4,5,2,4,6,4,2,2,3,5,5,6,5,5,3,4,3,5,3,2,4,1,5,6,2,6,6,4,3,6,5,6,7,5,2,4,3,4,2,4,3,6,3,6,6,7,6,4,1,,602bbc6dcc465135b89fa867,
2022-12-19 14:31:08,2022-12-19 14:43:52,0,100,764,1,2022-12-19 14:43:53,R_1eEsbl45s7YAYLF,anonymous,EN,"1,2,3,4,5,6,7",26,1,,111,"the last game I played was ""Road 96"" and in general it was an interesting experience in which I had to reflect a lot on the experience of migrants and the circumstances that lead them to migrate",,1,3,2,2,1,4,3,5,2,1,3,1,7,5,2,5,6,6,6,2,5,5,5,5,1,2,1,3,5,6,2,5,5,4,3,6,6,6,3,4,2,2,2,6,5,2,2,4,3,4,6,3,2,2,1,5,3,6,5,6,3,5,5,5,2,1,4,2,4,3,2,3,2,5,5,5,5,4,4,4,2,3,2,2,5,2,6,2,1,1,6,6,2,3,1,,614dfd96cdc9c1063b64c437,
2022-12-19 14:30:56,2022-12-19 14:44:14,0,100,797,1,2022-12-19 14:44:14,R_ANdKuVjaoO8DSHT,anonymous,EN,"1,2,3,4,5,6,7",28,2,,161,,"I played GTA via Xbox i did not enjoy it as i kept dying really quickly during the game, I only made it round 3 and not further this i found to be really frustrating",2,4,2,7,4,4,6,4,4,6,6,4,4,3,3,4,4,4,4,4,5,3,3,4,5,4,6,5,1,2,4,2,2,3,7,4,3,4,3,3,4,4,7,4,7,4,4,4,7,1,4,3,7,7,7,5,5,4,4,1,7,7,7,4,4,4,4,4,3,4,4,4,3,5,4,1,6,4,4,2,3,3,4,2,7,4,7,5,7,1,4,1,2,2,1,,615dea02b432989fa177cf84,
2022-12-19 14:27:38,2022-12-19 14:44:17,0,100,999,1,2022-12-19 14:44:18,R_8BKd6USkn9x9R17,anonymous,EN,"1,2,3,4,5,6,7",25,1,,67,"i played rocket league with my friends a week ago. it is a game with cars and you have to score some goals to the other team to win the game.we won several games in a row.but the best one was the last one which we won 10-0.i was enjoying it with my best friend in the group so i laughed a lot, felt that i exist in a group and lucky i have them as friends to have such a good days to spent my time ",,2,6,1,2,2,2,2,5,1,2,1,2,5,5,2,5,5,6,2,2,5,6,5,5,1,1,2,4,5,5,1,6,6,5,1,6,6,6,3,2,5,2,2,5,1,1,5,5,2,1,5,2,2,2,1,5,2,2,5,5,3,4,2,5,1,2,6,2,5,5,1,6,1,2,6,6,6,6,2,5,2,2,2,1,1,1,5,5,4,6,5,5,1,5,1,,5d1f5c20aaa27b001954de31,
2022-12-19 14:29:47,2022-12-19 14:44:19,0,100,871,1,2022-12-19 14:44:20,R_1QuRvAMU5Ldm4Eg,anonymous,EN,"1,2,3,4,5,6,7",23,1,,137,,"Fortnite, because of tryharding players. I die everytime when I land on map. I feel mad, because I can't play for fun.",5,5,4,3,3,5,2,6,3,2,2,7,5,5,3,2,5,5,5,3,5,5,5,5,1,1,2,4,6,3,3,5,5,3,3,4,5,3,4,5,2,6,2,5,3,4,2,3,5,5,5,4,1,2,5,6,3,2,5,5,4,3,3,5,1,2,5,5,3,5,5,5,1,4,5,5,5,5,6,5,2,1,1,1,1,7,5,5,2,5,5,5,5,5,1,,602d3141c32cfe6eaa98b817,
2022-12-19 14:30:25,2022-12-19 14:44:29,0,100,844,1,2022-12-19 14:44:29,R_27DnJTdB2da0BDo,anonymous,EN,"1,2,3,4,5,6,7",21,1,,84,"It was Counter-Strike Global Offensive, it's a 5 vs 5 FPS, i've played it with my friends and i always enjoy it a lot, i always feel sorry when we stop playing because i wish i could spend a little more time on the game, roughly we play a game or two every night",,2,5,1,2,1,5,2,6,1,1,1,3,6,6,5,1,4,5,5,1,5,6,6,6,1,1,1,4,5,6,2,7,7,4,4,5,7,6,2,1,7,3,2,7,1,2,1,1,1,1,6,4,2,1,1,5,1,1,6,7,1,2,1,6,1,1,6,1,4,6,4,5,1,1,6,6,6,5,4,4,2,1,1,1,1,2,5,1,2,4,4,5,4,5,1,,5e88f44b94c5be58b6aab588,
2022-12-19 14:28:44,2022-12-19 14:44:33,0,100,949,1,2022-12-19 14:44:33,R_1kGoCBma2swmitt,anonymous,EN,"1,2,3,4,5,6,7",24,2,,137,,"I remember playing Monster Hunter: World with my boyfriend a few months ago. We both really wanted to try it, mostly because you could play it cooperatively. I was really disappointed because it turned out that we could only join each other's session after playing through some of the missions on our own first. I also found the controls extremely confusing and found the initial missions very difficult because of it. In the end, we played for about 3 hours separately (in a voice call, but doing separate missions as we still couldn't play together) and I just gave up because it was too complicated for me. Just thinking about having to play it alone before I can join my boyfriend makes me not want to try it again. ",7,5,6,6,4,1,4,4,6,7,5,1,3,5,4,3,3,5,4,4,3,3,3,4,5,5,4,3,4,3,6,4,4,2,3,4,5,1,3,5,5,4,3,1,3,6,2,5,6,1,1,4,5,6,6,4,5,3,2,4,5,6,5,4,7,7,1,4,4,4,3,4,7,5,2,5,5,4,4,4,3,4,3,1,5,1,4,4,6,3,5,3,6,5,1,,5ff2ec4fb890b131e5bdce6e,
2022-12-19 14:29:39,2022-12-19 14:44:39,0,100,899,1,2022-12-19 14:44:39,R_2PofY5scgT0g4bn,anonymous,EN,"1,2,3,4,5,6,7",37,1,,137,"Was pro evolution soccer, I won with a huge margin against my friend. It felt really good, he thought he was a better gamer than I, so I taught him a lesson ",,1,5,4,3,2,5,4,5,4,4,3,1,6,5,4,5,6,6,4,5,6,6,6,6,4,3,2,6,5,5,4,5,5,5,4,4,6,5,5,4,4,4,3,5,3,3,4,5,5,4,6,4,4,3,2,6,4,5,7,6,4,5,3,5,4,3,5,4,4,6,3,6,4,3,5,5,5,4,5,4,4,3,4,4,4,5,5,5,5,5,5,6,4,6,1,,611d73fc1b31eea9c254b140,
2022-12-19 14:32:57,2022-12-19 14:44:40,0,100,702,1,2022-12-19 14:44:41,R_1OU21YAx780czdF,anonymous,EN,"1,2,3,4,5,6,7",23,1,,35,"It was League of Legends

I invite some friends who haven't played in weeks to play a mode i like (ARAM)

This game mode is not ranked, so playing with friends plus no stress from the ""need"" to win turn out to be a great game night, laughs everywhere",,3,4,1,2,3,5,1,5,2,2,4,4,5,5,2,5,5,4,5,2,5,5,6,5,1,4,3,5,5,3,2,5,5,2,3,5,5,5,3,3,4,5,3,3,1,5,2,1,2,3,5,2,5,1,2,5,1,3,5,3,3,5,3,5,5,2,5,2,3,5,3,5,2,3,4,3,5,3,2,2,3,3,3,5,3,5,4,3,5,3,5,5,5,5,1,,606dc21c1ce7dc64af9d81fb,
2022-12-19 14:30:42,2022-12-19 14:44:41,0,100,838,1,2022-12-19 14:44:42,R_RJ3ZxsYeF48XIXv,anonymous,EN,"1,2,3,4,5,6,7",21,2,,137,,"I think it was ""A Way Out"" - After playing through ""It Takes Two"" and loving it, I wanted to check out other games by the creators, and the second most recent was ""A Way Out"". I was disappointed - greatly. The story was boring, the controls were a bit clunky, and in general the game didn't make me excited to play it. I stopped quickly.",4,2,5,3,4,1,6,3,1,3,1,1,1,1,4,2,3,2,2,6,2,2,2,1,3,6,3,5,4,2,1,1,1,1,3,1,4,1,6,6,2,4,2,1,1,1,1,5,4,1,2,1,4,1,3,2,7,2,4,1,5,6,2,2,3,4,1,6,1,1,6,1,3,6,1,4,2,4,3,1,5,1,4,1,5,1,1,1,6,3,2,4,4,1,1,,5fce9acc07439c12326b4403,
2022-12-19 14:32:35,2022-12-19 14:44:43,0,100,728,1,2022-12-19 14:44:44,R_3CUCSJlIhrgUmIE,anonymous,EN,"1,2,3,4,5,6,7",24,1,,84,"the game i enjoyed is red dead redemption 2.
the things i loved the most about this game are the depth of the storyline and the gameplay itself, the iper realistic level of detail and the atmosphere overall",,1,1,1,2,1,2,1,5,1,1,2,1,6,6,1,6,6,6,5,1,5,5,5,4,2,2,2,1,6,6,1,4,3,5,2,5,5,5,2,6,7,2,1,3,1,2,4,2,2,3,5,4,2,2,3,6,3,5,6,6,2,3,2,5,1,1,4,2,2,6,2,5,1,1,1,6,6,2,3,5,1,4,1,4,3,4,4,5,4,6,6,7,2,5,1,,5e5edbe9c0bc8621b5c2f7da,
2022-12-19 14:31:43,2022-12-19 14:44:50,0,100,787,1,2022-12-19 14:44:51,R_3L073sQwIdzGVgi,anonymous,EN,"1,2,3,4,5,6,7",22,1,,137,"Marvel's Spider-Man Remastered; 
I finished the game with 100% completion; 
content, happy, relaxed;",,1,6,1,1,1,4,1,7,4,1,4,1,7,4,1,6,5,6,5,2,6,7,6,4,1,1,1,1,7,4,1,4,4,5,4,5,7,5,1,1,7,1,1,4,1,4,2,4,1,1,5,1,2,1,1,7,5,4,7,7,1,4,4,7,2,1,4,2,4,7,3,7,4,2,4,7,6,4,5,4,2,4,1,1,1,4,7,5,1,7,7,7,1,6,1,,5f23ce4a29bafd1b3e4802bb,
2022-12-19 14:28:11,2022-12-19 14:45:16,0,100,1025,1,2022-12-19 14:45:16,R_Tq2VjCcmXILswjn,anonymous,EN,"1,2,3,4,5,6,7",31,1,,138,,"A coulpe of years ago, I was playing League of Legends in a competitive match. One of my teamates wasn't very cooperative and everybody elses was ignoring him. I was the only one trying to make him understand that we needed to cooperate with each other to win the match, but he straight started to offend and cyberbullying me in a way that was very unappeling. We lost and he keep trash talking me and even tried to be-friend me so he could keep raging.",6,3,6,5,3,1,4,3,2,6,7,7,2,4,5,5,3,6,3,3,2,2,3,3,2,3,3,6,2,5,4,2,1,3,5,3,4,2,5,6,2,5,5,2,7,5,5,5,2,5,3,2,4,1,6,3,5,2,3,1,4,5,3,2,6,3,2,3,5,3,5,2,6,6,3,3,5,1,3,2,6,3,4,6,7,7,3,5,6,5,5,5,6,5,1,,61490f8a1609b8f8b2491b0c,
2022-12-19 14:31:46,2022-12-19 14:45:16,0,100,810,1,2022-12-19 14:45:17,R_3dKBatJDisby9pv,anonymous,EN,"1,2,3,4,5,6,7",20,1,,161,,"Call of duty warzone 2, kept dying the moment I landed and just could not get any kills. it made me angry and frustrated with the game ",5,3,6,6,3,4,2,5,1,5,1,7,2,3,1,1,4,1,3,6,3,4,3,3,1,1,4,6,2,2,1,3,2,2,3,2,6,1,3,2,4,5,7,3,1,4,5,4,6,6,1,5,3,5,7,2,1,3,3,6,7,6,2,7,1,3,4,1,3,5,2,5,4,4,6,7,7,1,3,1,5,1,2,1,1,7,4,5,5,6,6,4,7,5,1,,61572ca3e91309ebe876a9db,
