StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,game,recall-pos-text,bang_1,bang_2,bang_3,bang_4,bang_5,bang_6,bang_7,bang_8,bang_9,bang_10,bang_11,bang_12,bang_13,bang_14,bang_15,bang_16,bang_17,bang_18,bang_19,bang_20,bang_21,bang_22,bang_23,bang_24,UMI_1,UMI_2,UMI_3,pxi_1,pxi_2,pxi_3,pxi_4,pxi_5,pxi_6,pxi_7,bpnsfs_1,bpnsfs_2,bpnsfs_3,bpnsfs_4,bpnsfs_5,bpnsfs_6,bpnsfs_7,bpnsfs_8,bpnsfs_9,bpnsfs_10,bpnsfs_11,bpnsfs_12,bpnsfs_13,bpnsfs_14,bpnsfs_15,bpnsfs_16,bpnsfs_17,bpnsfs_18,bpnsfs_19,bpnsfs_20,bpnsfs_21,bpnsfs_22,bpnsfs_23,bpnsfs_24,PROLIFIC_PID,Create New Field or Choose From Dropdown...
2023-04-18 15:43:02,2023-04-18 15:52:14,IP Address,100,551,True,2023-04-18 15:52:15,R_2flI9IJKWhYkOCL,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",Minecraft,"I play often with my friend. We like to chill out together after a long day of work or study. We like new adventures and exploring this world. Sometimes if I dont like exploring I start to build awesome things in this game.
When I play it I feel like I am being happy because it relaxed me so much. I like it because there is no rush in this game or it isn't about being the best. You can play it however you want.
I dont know what can be improved because this game is somewhat simple and that is great about that.",7 - Strongly agree,6,7 - Strongly agree,7 - Strongly agree,2,1 - Strongly disagree,1 - Strongly disagree,3,6,6,6,6,2,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,6,7 - Strongly agree,6,7 - Strongly agree,1 - Strongly disagree,3,1 - Strongly disagree,2,Strongly Agree,Strongly Agree,Strongly Agree,"+2
(agree)","+2
(agree)","+2
(agree)","+3
(strongly agree)","+3
(strongly agree)","+3
(strongly agree)","+2
(agree)",4,1 - not at all true,5 - completely true,1 - not at all true,4,2,5 - completely true,1 - not at all true,5 - completely true,1 - not at all true,5 - completely true,1 - not at all true,5 - completely true,2,4,1 - not at all true,4,1 - not at all true,4,1 - not at all true,4,4,4,1 - not at all true,5fb1bda4dc80b7701dea5a79,
2023-04-18 15:34:28,2023-04-18 15:52:26,IP Address,100,1077,True,2023-04-18 15:52:26,R_28IOoS8mWpUA1VF,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",Genshin Impact,"Genshin Impact is a story based game which i play mostly when i want to have a calm morning/evening, i really like the events, storyline and how you can improve your characters and costumize them. 
In some ways it's more difficult to obtain certain characters or to build them if you are a f2p player, it can be overwhelming and make playing a little bit less enjoyable, that's why i wish that would be changed.There have been a lot of events through the years that you can't really go back to and new players may get pressured by it too.",6,7 - Strongly agree,6,7 - Strongly agree,4 - Neither agree nor disagree,3,3,5,7 - Strongly agree,6,7 - Strongly agree,6,2,2,1 - Strongly disagree,2,6,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,"+2
(agree)","+3
(strongly agree)","+1
(slightly agree)","+2
(agree)","+3
(strongly agree)","+3
(strongly agree)","+1
(slightly agree)",4,1 - not at all true,5 - completely true,1 - not at all true,4,1 - not at all true,3,1 - not at all true,3,1 - not at all true,4,1 - not at all true,3,2,2,1 - not at all true,4,1 - not at all true,5 - completely true,1 - not at all true,4,1 - not at all true,3,1 - not at all true,6108878a6817adc0fb1bfbf9,
2023-04-18 15:33:39,2023-04-18 15:52:39,IP Address,100,1139,True,2023-04-18 15:52:40,R_2TXkXnE0D7Yx6Ah,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",Crusader Kings 3 - a game of thrones mod,"When i last playedi  got totally immersed in the video game experience and didn't realize how much time was passing. I ended up playing for over 5 hours. What i like of the game is the possibility to have agency over a vast and dynamic world and give way to my fantasy and aims.
Some aspects and mechanics of the game feel a bit rough and could use some ironing to make it feel more complete",5,5,5,5,5,3,3,5,5,5,5,5,3,3,3,3,5,5,5,4 - Neither agree nor disagree,4 - Neither agree nor disagree,3,3,3,Agree,Somewhat agree,Somewhat agree,"+1
(slightly agree)","0
(neutral)","+1
(slightly agree)","0
(neutral)","+1
(slightly agree)","+1
(slightly agree)","+1
(slightly agree)",4,2,3,2,4,3,4,2,3,2,4,2,4,2,3,2,4,2,4,2,3,2,4,2,6052978fd989c3a10f890c3a,
2023-04-18 15:44:48,2023-04-18 15:52:42,IP Address,100,474,True,2023-04-18 15:52:43,R_3MLJKF4EI0mj95l,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",Hogwarts Legacy,"I wandered around the Forbidden Forest looking for enemies to engage, collection chests to open and Merlin Trials. I've been holding off on continuing the main storyline quests because I do not want the story to end too soon. And I want to savour and enjoy every part of the game. My gaming laptop sometimes has a hard time keeping up with the graphics but it hasn't stopped me from enjoying the game.",7 - Strongly agree,5,6,7 - Strongly agree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,2,6,7 - Strongly agree,7 - Strongly agree,6,1 - Strongly disagree,1 - Strongly disagree,2,1 - Strongly disagree,6,6,6,4 - Neither agree nor disagree,1 - Strongly disagree,2,1 - Strongly disagree,3,Strongly Agree,Strongly Agree,Strongly Agree,"+2
(agree)","+3
(strongly agree)","+3
(strongly agree)","+3
(strongly agree)","+3
(strongly agree)","+2
(agree)","+3
(strongly agree)",5 - completely true,1 - not at all true,3,1 - not at all true,4,1 - not at all true,4,1 - not at all true,5 - completely true,1 - not at all true,5 - completely true,1 - not at all true,4,1 - not at all true,4,1 - not at all true,4,1 - not at all true,5 - completely true,1 - not at all true,4,2,5 - completely true,1 - not at all true,616447242501454ed1f17dba,
2023-04-18 15:43:49,2023-04-18 15:52:42,IP Address,100,533,True,2023-04-18 15:52:43,R_Osfe0aTBQ4B69tT,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",genshin impact,"I found a duplicate of a character, but I still like the game despite its low chances to drop something good and or new",6,6,6,5,5,5,6,7 - Strongly agree,6,5,5,4 - Neither agree nor disagree,5,4 - Neither agree nor disagree,6,6,5,6,3,1 - Strongly disagree,4 - Neither agree nor disagree,7 - Strongly agree,5,7 - Strongly agree,Agree,Agree,Agree,"+1
(slightly agree)","+1
(slightly agree)","-1
(slightly disagree)","+1
(slightly agree)","+2
(agree)","+1
(slightly agree)","+1
(slightly agree)",3,2,1 - not at all true,1 - not at all true,2,3,1 - not at all true,2,1 - not at all true,1 - not at all true,3,3,2,1 - not at all true,1 - not at all true,1 - not at all true,2,3,4,4,1 - not at all true,1 - not at all true,3,3,5ee3ed811359a50d752fa0fc,
2023-04-18 15:38:15,2023-04-18 15:52:51,IP Address,100,876,True,2023-04-18 15:52:52,R_Rk03qQyhwTUCJ3z,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",Fortine,"I recently tested the new map and my best score was top 3. I like this game because it is constantly renewing itself with new places, new weapons and new characters and also because it is a universe that attracts me particularly. It is very pleasant to play, fluid and there is a real challenge to finish top 1.",7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,6,1 - Strongly disagree,2,2,4 - Neither agree nor disagree,7 - Strongly agree,6,7 - Strongly agree,7 - Strongly agree,5,5,5,2,1 - Strongly disagree,2,5,3,3,1 - Strongly disagree,4 - Neither agree nor disagree,1 - Strongly disagree,Strongly Agree,Somewhat agree,Strongly Agree,"+2
(agree)","+2
(agree)","+2
(agree)","+2
(agree)","+3
(strongly agree)","+2
(agree)","+2
(agree)",4,1 - not at all true,1 - not at all true,1 - not at all true,5 - completely true,2,4,1 - not at all true,1 - not at all true,1 - not at all true,5 - completely true,3,4,1 - not at all true,1 - not at all true,1 - not at all true,5 - completely true,2,4,1 - not at all true,4,1 - not at all true,5 - completely true,2,60a23ba04a3a2f374dc84c4b,
2023-04-18 15:44:24,2023-04-18 15:53:20,IP Address,100,536,True,2023-04-18 15:53:21,R_XH7TTiMBYvQKQGl,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",genshin impact,"it is a great game with an open world and deep lore, it has daily content and is updated in every couple of weeks, it has gatcha system so it's pay to win but with some luck an patience, it is possible to fully enjoy the game without paying. It has some things that could be improved like farming artifact system and more variety with characters",6,5,6,5,6,2,3,2,6,6,6,2,2,2,2,1 - Strongly disagree,2,3,3,2,6,6,5,2,Agree,Agree,Agree,"0
(neutral)","+1
(slightly agree)","+1
(slightly agree)","+1
(slightly agree)","+2
(agree)","+1
(slightly agree)","0
(neutral)",1 - not at all true,1 - not at all true,2,1 - not at all true,3,1 - not at all true,1 - not at all true,1 - not at all true,2,1 - not at all true,2,2,2,1 - not at all true,1 - not at all true,1 - not at all true,3,1 - not at all true,3,1 - not at all true,2,1 - not at all true,1 - not at all true,2,5bcf4bb932e46700016fd804,
2023-04-18 15:43:49,2023-04-18 15:53:24,IP Address,100,574,True,2023-04-18 15:53:25,R_2tKEypCszwbwAfh,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",Need for Speed: Most Wanted,I had feelings of nostalgia and great emotion after winning the cop chase and had collected so many points and coins. I like the game because the graphics are amazing and brought back so many memories of why I loved the game when it first came out. One thing that stood out for me in what could be improved are the glitches that occur from time to time that I don't experience in other video games.,2,7 - Strongly agree,4 - Neither agree nor disagree,5,3,2,5,4 - Neither agree nor disagree,7 - Strongly agree,6,7 - Strongly agree,6,3,2,5,3,6,5,6,5,3,3,2,2,Agree,Strongly Agree,Strongly Agree,"+2
(agree)","+3
(strongly agree)","+2
(agree)","+2
(agree)","+2
(agree)","+3
(strongly agree)","+2
(agree)",4,4,4,2,4,3,4,2,4,5 - completely true,4,4,5 - completely true,4,4,3,4,2,4,4,4,2,3,3,613b71a1c58464499bc49e8f,
2023-04-18 15:41:53,2023-04-18 15:53:31,IP Address,100,698,True,2023-04-18 15:53:32,R_1diyoY82vy2x6BS,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",The Witcher 3,"This is my second run through of this game, I have finished it before and just started a New Game+. Just for explanation, that's when you restart the story from the beginning, with all the skills and items you have unlocked in a previous save. 
I love the open world and since I'm a fan of the Witcher books, I'm a big fan of the story and the fantasy world as well. The game is executed very nicely and I enjoy that is has many facets. You can go questing, hunt for potion ingredients and even play a card game within the actual video game. I find the whole experience perfectly relaxing and activating at the same time, its a great mix of story and fight scenes. 
The last time I was playing, I started and finished a few easy quests from early on in the game. 
And actually, I don't think I want something improved in that game. Sure, there are a few bugs and glitches, but that's just what happens in a video game and you can never really get rid of all. It might actually be my favourite game of all time!",7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,2,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,6,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,7 - Strongly agree,7 - Strongly agree,4 - Neither agree nor disagree,6,2,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,"+3
(strongly agree)","+3
(strongly agree)","+3
(strongly agree)","+3
(strongly agree)","+3
(strongly agree)","+3
(strongly agree)","+3
(strongly agree)",5 - completely true,2,4,1 - not at all true,5 - completely true,1 - not at all true,4,1 - not at all true,5 - completely true,1 - not at all true,5 - completely true,1 - not at all true,4,2,5 - completely true,1 - not at all true,5 - completely true,1 - not at all true,4,1 - not at all true,5 - completely true,1 - not at all true,5 - completely true,1 - not at all true,601003850fe88f252e98061a,
2023-04-18 15:35:22,2023-04-18 15:53:33,IP Address,100,1090,True,2023-04-18 15:53:33,R_269i7Py5Uu24boo,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.","Dead Space ","I liked the game cause is a horror game, but I actually would prefer play in a third person perspective.",5,5,6,4 - Neither agree nor disagree,3,2,3,3,6,7 - Strongly agree,5,6,2,4 - Neither agree nor disagree,1 - Strongly disagree,1 - Strongly disagree,3,3,4 - Neither agree nor disagree,2,1 - Strongly disagree,2,1 - Strongly disagree,2,Strongly Agree,Strongly Agree,Strongly Agree,"0
(neutral)","0
(neutral)","+1
(slightly agree)","0
(neutral)","+1
(slightly agree)","+1
(slightly agree)","+1
(slightly agree)",1 - not at all true,2,1 - not at all true,1 - not at all true,2,1 - not at all true,3,2,1 - not at all true,1 - not at all true,3,1 - not at all true,1 - not at all true,1 - not at all true,2,1 - not at all true,4,2,2,1 - not at all true,3,1 - not at all true,1 - not at all true,1 - not at all true,613a9833c9a297f3ac00743f,
2023-04-18 15:33:44,2023-04-18 15:53:39,IP Address,100,1195,True,2023-04-18 15:53:40,R_1cZ0aQNJDr7Lptm,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",counter strike global offensive,"I started playing recently it's a pretty good game. I like dynamics and the fact you have to think all the time to win a round. There are many things they should improve, though. Many glitches, bugs, and cheaters who are destroying the whole fun",6,6,6,2,2,2,4 - Neither agree nor disagree,1 - Strongly disagree,5,6,6,6,5,5,2,1 - Strongly disagree,2,1 - Strongly disagree,2,1 - Strongly disagree,5,5,4 - Neither agree nor disagree,2,Somewhat agree,Somewhat agree,Agree,"+1
(slightly agree)","-1
(slightly disagree)","-2
(disagree)","-1
(slightly disagree)","+2
(agree)","+2
(agree)","+1
(slightly agree)",2,1 - not at all true,2,1 - not at all true,3,1 - not at all true,1 - not at all true,1 - not at all true,1 - not at all true,4,3,3,1 - not at all true,1 - not at all true,3,1 - not at all true,3,1 - not at all true,2,1 - not at all true,2,2,5 - completely true,1 - not at all true,5fb813023bdaed4bc4bd3967,
2023-04-18 15:35:42,2023-04-18 15:53:50,IP Address,100,1088,True,2023-04-18 15:53:51,R_3EZqSujBM3pqZTq,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",Dying Light Enhanced Edition,"I accepted a bounty which had me enter a zombie-infested underground parking lot  where I had to 5 cases without being detected by a certain type of zombie. I failed because I didn't have UV flares which would have made it a lot easier to do.

I like the game because the gameplay is fun, I like the setting, and the game looks great.

Some of the zombie types are rather annoying to deal with after a while. I wish there were less of those and more regular zombies.",6,7 - Strongly agree,6,6,4 - Neither agree nor disagree,2,3,4 - Neither agree nor disagree,7 - Strongly agree,7 - Strongly agree,5,6,3,2,2,2,5,5,4 - Neither agree nor disagree,4 - Neither agree nor disagree,2,2,1 - Strongly disagree,1 - Strongly disagree,Strongly Agree,Agree,Strongly Agree,"+1
(slightly agree)","+1
(slightly agree)","+2
(agree)","+3
(strongly agree)","+3
(strongly agree)","+3
(strongly agree)","+2
(agree)",4,3,4,2,4,2,4,1 - not at all true,4,3,4,2,4,1 - not at all true,4,2,3,2,5 - completely true,3,3,3,4,1 - not at all true,5ed0b2cfcdc428000987621e,
2023-04-18 15:34:12,2023-04-18 15:53:57,IP Address,100,1184,True,2023-04-18 15:53:57,R_QoHwXarulRgZMFr,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",Mount & Blade 2 Bannerlord,"Most recently i played the game for around 30 minutes& progressed my kingdom by attacking a new enemy and wiping them out

i like the game as it based in an era i enjoy, swords & horses etc i enjoy that it accompnaies combat with strategy & management giving many different aspects of a great game for me as well as some role playing aspects.

What could be improved is the game functions, currently i am playing a modded version & there are some promised content updates that will increase the overall gaming experience. cant wait..",7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,3,7 - Strongly agree,2,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,1 - Strongly disagree,4 - Neither agree nor disagree,2,1 - Strongly disagree,1 - Strongly disagree,2,2,1 - Strongly disagree,4 - Neither agree nor disagree,1 - Strongly disagree,1 - Strongly disagree,2,Strongly Agree,Strongly Agree,Strongly Agree,"+3
(strongly agree)","+3
(strongly agree)","+2
(agree)","+3
(strongly agree)","+3
(strongly agree)","+3
(strongly agree)","+2
(agree)",5 - completely true,1 - not at all true,3,1 - not at all true,5 - completely true,1 - not at all true,2,1 - not at all true,1 - not at all true,1 - not at all true,4,1 - not at all true,2,1 - not at all true,3,1 - not at all true,5 - completely true,3,2,3,2,1 - not at all true,4,1 - not at all true,5ef0c6b4583f1b141f6c99d9,
2023-04-18 15:41:52,2023-04-18 15:53:57,IP Address,100,725,True,2023-04-18 15:53:58,R_2TN7wp6AJY0F46a,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",resident evil 2 remake,"i got scared really bad in one moment, i like the game because it has awesome elements of horror and cool and engaging gameplay, i think there's a room for improvent in terms of clunkyness and more weapons",4 - Neither agree nor disagree,4 - Neither agree nor disagree,7 - Strongly agree,1 - Strongly disagree,7 - Strongly agree,1 - Strongly disagree,7 - Strongly agree,2,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,5,5,1 - Strongly disagree,6,4 - Neither agree nor disagree,5,4 - Neither agree nor disagree,5,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,1 - Strongly disagree,4 - Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,"-1
(slightly disagree)","-1
(slightly disagree)","0
(neutral)","-3
(strongly disagree)","-3
(strongly disagree)","-2
(disagree)","-1
(slightly disagree)",1 - not at all true,5 - completely true,1 - not at all true,1 - not at all true,1 - not at all true,1 - not at all true,3,5 - completely true,1 - not at all true,1 - not at all true,1 - not at all true,4,1 - not at all true,5 - completely true,1 - not at all true,1 - not at all true,4,5 - completely true,4,5 - completely true,5 - completely true,1 - not at all true,4,5 - completely true,605b98c83da1ded576bcf096,
2023-04-18 15:33:05,2023-04-18 15:54:04,IP Address,100,1259,True,2023-04-18 15:54:05,R_1r0LOaVVrndK11B,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",ARK: Survival Evolved,"Last time i logged in i was exploring the map looking for a good place to build the house.
I love that game because it has dinosaurs and we can tame them, so we are able to learn about their life habits, such as what they eat, how they behave, reproduce, ...
I would like all bugs to be fixed and also some mods to be implemented in the base game (official) as it would improve the game experience and increase game earnings.
The new version of the game was also supposed to come out this year but unfortunately it was delayed until next year.",7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,3,3,7 - Strongly agree,1 - Strongly disagree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,5,5,3,5,5,7 - Strongly agree,3,7 - Strongly agree,3,6,5,6,3,Strongly Agree,Strongly Agree,Strongly Agree,"+3
(strongly agree)","+3
(strongly agree)","+3
(strongly agree)","+3
(strongly agree)","+3
(strongly agree)","+3
(strongly agree)","+3
(strongly agree)",5 - completely true,2,3,1 - not at all true,3,3,5 - completely true,1 - not at all true,2,1 - not at all true,4,3,5 - completely true,4,3,3,3,3,5 - completely true,1 - not at all true,2,3,3,3,60a7657a79f3876617046f93,
2023-04-18 15:35:36,2023-04-18 15:54:12,IP Address,100,1116,True,2023-04-18 15:54:13,R_9ypNpUxvitNVdUl,anonymous,EN,"I have read the information above, or it has been read to me.,I understand that my participation is voluntary and that I am free to stop taking part in the study at any time without giving any reason and without my rights being affected.,I understand that my data will be handled in accordance with the provisions of the GDPR and Queen Mary Data Protection guidelines.,I understand that my non-identifiable data will be stored indefinitely on the Open Science Framework for the purpose of sharing with other researchers.,I understand that I can access the information I have provided and request destruction of that information within 1 month of today. I understand that following this I will not be able to withdraw the information I provided.,I confirm that I am at least 18 years old and have played one or more video games recently.,I agree to take part in the above study.",League of Legends,"I've played the competitive mode with a friend, duo queue.
I like the competitive side of the game and the fact that we can tilt the opponents. The environment of the community is a clear issue.",6,7 - Strongly agree,6,6,5,1 - Strongly disagree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,7 - Strongly agree,5,2,3,2,7 - Strongly agree,2,6,2,6,5,6,6,Agree,Agree,Agree,"+3
(strongly agree)","+2
(agree)","+3
(strongly agree)","+2
(agree)","+3
(strongly agree)","+2
(agree)","+3
(strongly agree)",1 - not at all true,2,4,1 - not at all true,5 - completely true,1 - not at all true,4,2,4,2,5 - completely true,2,1 - not at all true,2,4,2,5 - completely true,2,4,1 - not at all true,2,2,4,4,5f4d16fc2377a097b0a3a648,
