StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,age,gender,gender_5_TEXT,country,recall-pos-text,bang-1_1,bang-1_2,bang-1_3,bang-1_4,bang-1_5,bang-1_6,bang-1_7,bang-1_8,bang-1_9,bang-1_10,bang-1_11,bang-1_12,bang-1_13,bang-1_14,bang-1_15,bang-1_16,bang-1_17,bang-1_18,bang-1_19,bang-2_1,bang-2_2,bang-2_3,bang-2_4,bang-2_5,bang-2_6,bang-2_7,bang-2_8,bang-2_9,bang-2_10,bang-2_11,bang-2_12,bang-2_13,bang-2_14,bang-2_15,bang-2_16,bang-2_17,bang-2_18,bang-2_19,bang-3_1,bang-3_2,bang-3_3,bang-3_4,bang-3_5,bang-3_6,bang-3_7,bang-3_8,bang-3_9,bang-3_10,bang-3_11,bang-3_12,bang-3_13,bang-3_14,bang-3_15,bang-3_16,bang-3_17,bang-3_18,bang-3_19,bang-3_20,bang-4_1,bang-4_2,bang-4_3,bang-4_4,bang-4_5,bang-4_6,bang-4_7,bang-4_8,bang-4_9,bang-4_10,bang-4_11,bang-4_12,bang-4_13,bang-4_14,bang-4_15,bang-4_16,bang-4_17,bang-4_18,bang-4_19,bang-4_20,PROLIFIC_PID,Create New Field or Choose From Dropdown...
1/31/23 17:32,1/31/23 17:43,0,100,655,1,1/31/23 17:43,R_3nCQxegAEaUSo9C,anonymous,EN,"1,2,3,4,5,6,7",22,Man,,Poland,"I was playing league of legends with my friend, we lost most of games, I felt rather good but there was moments when I got frustrated when I did nothing wrong by team started to blame me",5,3,5,6,3,2,5,5,3,3,4,2,6,5,5,4,3,5,3,5,3,2,5,2,6,2,4,5,4,5,5,5,4,3,5,6,5,3,3,5,5,2,6,4,5,6,5,5,3,4,5,5,4,6,2,3,2,5,5,4,6,6,3,5,5,5,3,5,4,5,5,5,3,5,4,3,5,3,5f46b45dac8a9006f52bfe89,
1/31/23 17:26,1/31/23 17:43,0,100,1007,1,1/31/23 17:43,R_1Dpu8Clj4UFmFII,anonymous,EN,"1,2,3,4,5,6,7",20,Non-binary,,United Kingdom of Great Britain and Northern Ireland,I played Animal Crossing New Horizons on the Nintendo switch. I spent my time doing daily tasks in game and fishing to update my critterpedia. As well as gain bells to save up for my in game house payment. It’s was a relaxing and fun play time. I played for one hour or so. ,6,1,2,1,1,1,4,5,1,1,2,2,7,7,1,5,1,4,4,1,4,1,2,2,1,1,4,7,7,4,1,7,1,7,3,4,4,4,1,1,7,1,1,1,7,2,3,4,1,2,7,4,5,7,1,7,1,7,7,7,1,1,6,7,7,1,1,6,1,7,7,4,1,4,7,1,6,1,60fd438226cb08f8753fc4f9,
1/31/23 17:32,1/31/23 17:43,0,100,617,1,1/31/23 17:43,R_x3LnUGyS0z7pUyt,anonymous,EN,"1,2,3,4,5,6,7",20,Man,,Poland,I played Fallout 3 recently. In the game I did some quests and enemy fighting. It was relaxing and I enjoyed it.,1,1,5,1,1,1,7,1,1,1,1,1,7,7,2,1,1,5,1,1,7,1,2,1,1,1,7,7,7,7,1,7,1,7,2,1,5,2,1,1,3,1,1,1,7,5,5,7,1,1,7,7,7,7,1,7,1,1,7,7,1,1,1,7,7,4,1,5,1,1,6,1,1,3,7,1,3,1,60d5befdc50d524157be9a08,
1/31/23 17:30,1/31/23 17:43,0,100,788,1,1/31/23 17:43,R_2drVO0nPREbeT5x,anonymous,EN,"1,2,3,4,5,6,7",20,Man,,Portugal,"the last time i played a game was today. the game was league of legends for about 3 hours,
i was stressed because i was in a losing streak and my team isnt good and i am not playing good too.but i was very stressed and close the game",3,6,3,5,7,5,4,3,3,5,5,6,5,3,5,6,4,3,5,5,5,3,2,6,5,4,4,3,5,4,5,3,6,3,2,4,5,4,5,4,2,6,7,5,3,1,3,2,3,5,3,3,2,4,5,3,6,2,2,2,2,6,1,3,3,5,5,3,4,2,4,3,5,2,3,5,2,6,615325dde7a4d7a78fa314b5,
1/31/23 17:31,1/31/23 17:43,0,100,702,1,1/31/23 17:43,R_2uDRVr5gQtQjqFv,anonymous,EN,"1,2,3,4,5,6,7",32,Man,,Poland,"The last game I played - Euro Truck Simulator. 
I felt relaxed, rested, calm. The game was about delivering goods from point a to point b.
",4,2,1,1,1,1,5,4,3,2,4,3,4,4,2,2,2,4,3,2,5,2,5,1,1,1,5,5,2,4,2,6,2,1,4,3,4,3,1,1,5,1,1,1,4,4,5,4,2,2,5,5,5,4,2,5,2,4,5,4,2,1,4,4,5,1,1,4,2,4,4,4,2,5,5,2,4,2,5b76e19d948cc40001da0e50,
1/31/23 17:34,1/31/23 17:43,0,100,563,1,1/31/23 17:43,R_1eK8ixmsr3G0QUC,anonymous,EN,"1,2,3,4,5,6,7",22,Woman,,South Africa,I played dragon ball Z on my Xbox 360. It felt so great playing it against my sister.,5,5,6,6,5,6,5,3,5,3,3,4,3,4,3,3,3,5,4,5,5,2,4,5,6,6,7,6,6,6,5,5,5,5,4,4,4,3,3,2,2,4,4,4,5,2,3,3,3,4,4,6,5,5,5,4,5,4,6,6,2,4,4,5,5,2,3,2,2,2,4,3,5,6,6,2,4,4,5e94d68d019f0836d66ed17e,
1/31/23 17:33,1/31/23 17:43,0,100,575,1,1/31/23 17:43,R_V2OrgBBR2MZ2iel,anonymous,EN,"1,2,3,4,5,6,7",22,Man,,Spain,"The last game I played was The Last of Us Part 1, I felt very good playing it since it is one of the best games I have ever played, in this we have to go through different circumstances where we will have to shoot humans who want to kill us and infected who they will try to follow us at all costs.",7,2,6,7,1,6,6,7,1,1,2,4,5,6,5,4,2,6,2,2,7,6,7,5,2,1,6,6,7,6,1,7,2,4,7,3,7,1,2,1,6,6,2,4,6,7,6,6,1,2,6,7,5,6,4,6,2,7,6,7,7,7,6,6,7,7,6,7,4,6,7,7,5,7,6,2,6,3,5f2d69e6bbc85f01298fbcb0,
1/31/23 17:34,1/31/23 17:43,0,100,531,1,1/31/23 17:43,R_10wrkl74Xs5gbQ4,anonymous,EN,"1,2,3,4,5,6,7",23,Man,,Spain,I played a ranked game of League of Legends. I was playing support and looking to win the game to get a promotion to the next rank. During the game my teammates played terribly and the enemy team got too fed for me to do anything (it's the nature of the support role where carrying your team is extremely difficult at such a low level). I got frustrated and a bit angry because one of my teammates didn't want to play the game seriously and picked a character he didn't know how to play making the game even more difficult.,2,5,5,6,6,5,3,2,4,6,4,5,6,3,5,6,5,3,5,6,5,5,3,2,6,5,4,3,5,3,6,3,6,5,2,7,5,4,5,6,4,4,7,6,5,3,3,2,4,7,3,3,3,4,4,1,5,2,6,4,6,7,2,5,4,5,5,2,6,2,4,2,6,4,4,5,2,5,60e6e91bf2974c65f8296342,
1/31/23 17:30,1/31/23 17:43,0,100,760,1,1/31/23 17:43,R_ZKpnSg8gJIMmFjP,anonymous,EN,"1,2,3,4,5,6,7",18,Man,,Portugal,"The game was Counter Strike: Global Offensive. I played 3 matches with some friends. I felt good playing it, it helped me distress about other things...",4,5,2,5,4,4,5,4,2,4,5,5,7,6,5,5,4,5,2,5,5,3,4,5,4,5,4,4,3,5,5,5,5,5,4,5,5,4,5,4,4,2,5,5,7,7,5,5,3,5,6,5,6,6,4,5,3,5,5,3,3,5,4,7,6,4,4,5,6,5,4,5,5,6,5,5,5,5,602d3dde9c4b0570674de31e,
1/31/23 17:32,1/31/23 17:43,0,100,660,1,1/31/23 17:43,R_23WbY4E2oQwvYxN,anonymous,EN,"1,2,3,4,5,6,7",26,Man,,Spain,It was League of Legends. We (me and my 4 friends) played two Flex Ranked games. I didn't have that much fun as they did because I take the game more seriously. I like to play with them anyways so it was ok and I would do it again. ,6,2,7,1,6,6,2,4,6,6,7,7,2,2,6,4,3,1,7,3,6,2,4,5,6,3,4,3,4,2,3,2,4,5,6,2,6,3,2,2,4,6,4,6,4,2,4,4,2,5,2,1,1,3,2,1,7,6,4,4,6,2,1,1,1,7,6,4,4,6,4,4,4,2,1,7,4,2,6167f652bd6573a069ea2ef9,
1/31/23 17:35,1/31/23 17:44,0,100,533,1,1/31/23 17:44,R_T8bqFqCktuRNITT,anonymous,EN,"1,2,3,4,5,6,7",24,Woman,,South Africa,"the game was my kitchen, i made food to sell to people and it was fun but the pressure went up as it started going up and i had to be faster",5,4,5,4,3,4,2,7,6,3,3,2,4,5,1,1,1,6,6,2,3,1,2,1,2,1,5,5,5,4,1,5,1,3,5,5,6,6,6,1,3,1,1,1,2,6,7,6,5,4,4,5,5,6,5,4,2,2,6,5,1,1,1,2,4,1,2,2,3,3,2,4,1,1,2,2,5,1,6170156ad4205a936a1a4773,
1/31/23 17:33,1/31/23 17:44,0,100,636,1,1/31/23 17:44,R_29gZU2b3jZAr9wK,anonymous,EN,"1,2,3,4,5,6,7",34,Man,,Poland,it was league of legends. I did it enjoy because i finally won match after a losing streak of 3 games ,1,1,1,6,1,1,5,1,1,1,1,1,7,6,1,7,1,5,1,1,7,1,1,1,1,1,6,6,1,6,1,6,4,1,1,7,1,1,1,6,1,1,6,1,5,7,1,4,4,1,5,6,7,7,1,4,1,1,6,6,1,1,1,7,7,1,1,1,1,1,1,1,6,5,6,1,1,1,611cfd0d383fbe1b4f3a3a68,
1/31/23 17:33,1/31/23 17:44,0,100,658,1,1/31/23 17:44,R_1pukUZdunExFxgd,anonymous,EN,"1,2,3,4,5,6,7",26,Woman,,South Africa,"The last video game that I played was Stray. It's a game about a cat that falls into a sealed-off city of robots and tries to get back to the ""outside"" with the help of the locals in the locked-up city.",4,5,7,1,3,2,5,4,2,1,7,7,1,7,7,4,3,3,1,1,7,4,5,1,3,1,7,7,7,7,4,7,5,1,5,2,6,4,7,1,4,1,1,6,2,6,5,7,4,7,7,7,4,1,4,5,1,4,5,3,6,7,6,3,1,7,4,6,6,6,4,5,3,6,4,1,7,7,60b91d545349ec32de395ddd,
1/31/23 17:34,1/31/23 17:44,0,100,588,1,1/31/23 17:44,R_pKIkEJPneTMPyuJ,anonymous,EN,"1,2,3,4,5,6,7",21,Man,,Poland,"Last time I played a video game I played a game called ""Sea of Thieves"". It's an quite open world to immerse players as pirates in which they can steal their loot obtained from diverse sets of quests, the most memorable thing that happend that day was sinking 4 of enemy players ships in one try with little of effort, It was quite a positive ending for my journey at the game for that day.",3,2,1,5,3,2,2,6,3,3,2,2,3,4,2,2,3,5,4,2,4,1,2,1,6,1,4,5,5,6,2,4,2,5,2,5,4,3,2,5,1,1,7,3,5,2,5,5,3,5,5,5,3,4,2,5,3,4,2,5,5,3,2,5,6,1,4,2,5,4,3,5,3,5,3,2,4,3,60897f8f4938e165c64f87df,
1/31/23 17:26,1/31/23 17:44,0,100,1064,1,1/31/23 17:44,R_3G7BfR6WAZG9peu,anonymous,EN,"1,2,3,4,5,6,7",29,Man,,Hungary,"So I was playing Gran Turismo 3, for about an hour. I mostly enjoyed it, but I had a few annoying moments and I felt like the game will take too much time to progress.",3,3,4,1,3,1,5,1,2,2,6,4,5,4,5,1,4,5,4,6,1,2,1,4,6,5,6,5,7,6,4,3,5,5,1,1,1,1,4,1,6,6,1,5,5,3,1,5,3,4,4,5,6,4,1,5,3,1,6,4,3,7,1,5,4,2,2,1,5,1,3,1,1,3,5,3,2,2,60267ea2c1e12331ce6a3f21,
1/31/23 17:35,1/31/23 17:44,0,100,553,1,1/31/23 17:44,R_2zk0gIQEWcqKnZ2,anonymous,EN,"1,2,3,4,5,6,7",25,Man,,Czech Republic,"I played Uncharted 4 on PC. I played for 3 hours with some pauses in between. In this game you do lot of shooting, climbing and some puzzle. I was kind of bored but wanted to finish the game anyway.",2,2,6,4,3,4,5,2,6,1,6,5,6,4,6,5,3,5,4,2,2,2,2,6,5,2,5,5,4,5,3,5,3,4,2,4,2,6,6,4,3,6,1,5,4,3,4,4,5,3,4,5,4,4,4,3,2,1,3,4,5,4,3,4,4,6,5,2,2,1,1,3,4,3,3,3,2,2,5e06667850221303e42bdfc4,
1/31/23 17:34,1/31/23 17:44,0,100,580,1,1/31/23 17:44,R_0oGlHpJl88ya9Fv,anonymous,EN,"1,2,3,4,5,6,7",21,Man,,Italy,"I played phasmophobia with the oculus quest 2 headset with some friends. I have played this game before with my friends but never with the headset. the gaming experience is totally different and it is fascinating how much augmented reality can completely change the perspective of certain games and immersive experiences. it was very funny as well as scary to play with my friends being able to laugh at events that alone would have made me terrified
",5,6,5,1,3,1,6,1,4,6,1,5,7,5,1,1,6,1,5,7,3,5,1,1,1,4,5,6,5,6,5,6,4,6,1,1,1,1,6,4,3,1,1,1,7,6,1,5,5,6,7,7,5,5,1,5,3,1,7,7,6,4,2,6,7,4,6,2,7,3,6,2,1,5,7,3,1,6,5fa3ac91e10af26b3385efd5,
1/31/23 17:33,1/31/23 17:44,0,100,676,1,1/31/23 17:44,R_3MxSEfhNmDYYKra,anonymous,EN,"1,2,3,4,5,6,7",22,Man,,South Africa,"I play a lot of apex legends, sometimes call of duty warzone. I killed 3 people alone playing apex in a single round. It felt really good, better than when I get killed obviously. Felt like a PRO.",1,3,3,1,1,1,7,1,4,2,2,1,5,7,4,6,2,5,3,6,2,5,1,3,3,3,5,6,4,5,3,5,2,5,1,4,5,5,6,2,5,3,7,3,5,6,1,5,2,7,5,5,6,5,5,6,2,1,7,6,7,7,1,5,5,5,6,1,5,1,5,1,4,5,7,3,1,4,604fafba0c6ce33ea4e8ec05,
1/31/23 17:31,1/31/23 17:44,0,100,762,1,1/31/23 17:44,R_1IAHQ5uVegVgNRT,anonymous,EN,"1,2,3,4,5,6,7",50,Man,,South Africa,Played a racing game recently. Was exciting trying to qualify and also compete against online players.The game is a bit addictive as it kept me busy for at least an hour. The various ways that you can customize your vehicle was exciting as you tap into your imagination to come up with the best version as you see it in your mind.,5,2,5,3,3,3,5,5,4,2,3,3,5,5,4,4,3,5,3,3,5,5,5,5,3,3,5,5,5,5,4,5,4,4,5,5,5,4,4,3,5,5,5,4,5,5,5,6,3,2,5,6,6,4,3,5,2,5,5,5,4,4,5,5,4,3,5,5,5,5,4,5,3,5,5,3,5,2,614b5ab17fe1c6fb77388929,
1/31/23 17:33,1/31/23 17:44,0,100,644,1,1/31/23 17:44,R_u9UYHwqNXW0XzQR,anonymous,EN,"1,2,3,4,5,6,7",35,Woman,,Portugal,I played Spiderman Miles Morales on playstation 5. The game is amazing and the graphics and unbelievable! I was swinging around the city using the spiderwebs and doing the missions it was asking me to do. Like fighting bad guys from roxxon or the underground. It felt nice and relaxing. Really fun too.,4,2,5,4,2,4,6,4,4,1,2,2,6,5,4,2,3,4,4,3,6,1,4,1,1,1,7,6,4,6,2,4,2,6,4,4,5,2,5,4,6,1,1,2,6,5,4,5,1,2,6,7,5,5,1,5,1,4,6,7,2,5,4,6,5,5,1,4,5,4,5,4,4,4,5,1,4,1,58937f718235830001a44873,
1/31/23 17:32,1/31/23 17:44,0,100,752,1,1/31/23 17:44,R_30hDF80D95UWESP,anonymous,EN,"1,2,3,4,5,6,7",22,Woman,,Portugal,"It was Graveyard Keeper.
I fixed my graveyard and met the various NPCs.
I felt like pretty good about it because it's one of the most fun games I've ever played despite how grindy it is.
The OST is one of the best parts of the game.",3,1,1,1,1,1,7,3,1,1,1,1,7,7,1,1,1,5,1,3,5,1,6,5,1,1,6,7,3,6,1,7,1,7,5,1,4,1,1,1,2,1,1,1,7,3,7,7,1,1,7,6,7,7,1,7,1,2,7,7,2,2,6,7,7,1,1,5,3,6,6,2,1,1,1,1,5,1,61111c7119685115533c1d36,
1/31/23 17:33,1/31/23 17:44,0,100,661,1,1/31/23 17:44,R_29dgG8aL70SFjFc,anonymous,EN,"1,2,3,4,5,6,7",48,Man,,Spain,"Last time I played a game was last night. The game in question is Rogue Legacy 2, a rogue-like action platform game from Cellar Door Games. I played a couple of runs, for about one hour and a half. I reached the fifth boss for the first time and incredibly enough I beat it on the first try. I felt very happy and I had a lot of fun during my playtime.",4,3,4,4,3,4,6,4,3,3,2,3,5,6,4,4,4,6,3,4,4,1,4,1,1,3,5,5,4,6,2,6,3,5,4,4,4,3,4,4,5,3,4,3,5,4,4,5,2,3,5,6,5,5,4,5,3,4,5,6,4,3,4,5,6,3,4,4,5,4,5,4,4,5,6,2,4,3,5ea944c287b415000ce42862,
1/31/23 17:28,1/31/23 17:44,0,100,955,1,1/31/23 17:44,R_XyN6xDuAxmjA8IF,anonymous,EN,"1,2,3,4,5,6,7",26,Man,,Latvia,"It was Cytus II. It's rhythm game for smartphones - android and ios. There's also story which you can unlock by leveling up characters, each characters have own music genre or genres. Playing rhythm part of game, most of game I go into something like trance then I can get full combo, but when I start thinking about if I will get full combo I most likely lose focus. In story main character died, but because I have restarted progress of it, it didn't felt sad as for first time.",4,3,5,2,3,4,5,4,4,3,4,4,4,4,5,3,4,5,5,5,6,4,5,5,4,4,5,5,4,5,4,5,3,3,5,4,3,3,5,2,4,5,5,6,3,2,4,5,5,5,3,5,4,5,4,4,4,4,4,4,3,4,3,4,5,3,4,5,3,4,5,2,4,4,4,3,4,3,5c3211cd24d16c00015b1095,
1/31/23 17:34,1/31/23 17:44,0,100,631,1,1/31/23 17:44,R_qVMHR45kDwVajKh,anonymous,EN,"1,2,3,4,5,6,7",22,Man,,Mexico,"It was TFT from League of Leguends, sometimes is fine playing that game but the most recently was very anoying because it is kind of a lucky game and in some match the game works against you. I was upset because the game didn't give me the cards I wanted.",2,4,5,1,6,4,5,2,4,4,6,7,7,6,3,2,7,5,2,3,5,3,2,6,5,7,6,5,4,5,5,5,3,7,3,1,1,3,6,2,2,3,3,5,6,6,6,6,5,5,3,4,2,5,5,5,2,2,3,5,7,7,2,5,2,6,2,2,3,2,4,2,1,5,5,1,2,2,616f170e20100af8bd6b9a7e,
1/31/23 17:34,1/31/23 17:45,0,100,606,1,1/31/23 17:45,R_30iNWDgioWtBlVk,anonymous,EN,"1,2,3,4,5,6,7",23,Man,,Portugal,"The first Sims game, a small nostalgia trip remembering the good childhood days, I felt very cozy and relaxed under a warm desk lamp light",6,4,7,2,1,1,5,7,3,1,3,3,5,6,2,1,2,4,5,3,4,2,3,1,1,1,6,6,6,6,3,5,2,1,2,1,5,4,2,1,3,1,1,3,6,4,2,2,2,3,2,4,4,5,1,6,1,2,5,6,5,6,2,5,7,1,1,3,5,4,6,3,1,4,5,2,2,2,6164e321bf2d6a6ad6afa256,
1/31/23 17:34,1/31/23 17:45,0,100,643,1,1/31/23 17:45,R_2150PraivuNkFNg,anonymous,EN,"1,2,3,4,5,6,7",22,Man,,Chile,"The most recent game I played was Fall Guys to try and do my daily challenges within the game. Because of the skill bracket I'm in, sometimes achieving those goals is a bit difficult, but that makes the game all the more fun for me. I felt happy while playing, as I often do when playing videogames.",5,3,4,2,3,1,7,6,1,1,2,3,5,6,2,1,1,6,1,1,5,1,4,1,1,1,6,6,6,6,2,6,1,6,6,5,5,2,4,1,5,1,1,1,6,6,6,5,1,1,6,6,6,7,1,6,1,6,7,5,1,3,4,5,7,1,1,6,4,6,6,6,2,3,5,1,6,1,5fe22e82e9df3d5674a3fbfb,
1/31/23 17:34,1/31/23 17:45,0,100,636,1,1/31/23 17:45,R_1jCjnmNowm9n2AO,anonymous,EN,"1,2,3,4,5,6,7",20,Man,,Hungary,The last time I played a video game was yesterday. I played Fifa 23 Ultimate Team. I'm currently working towards unlocking an objective player. I packed some pricey players so I was excited about that. Overall I had a great experience.,4,2,5,3,2,2,6,4,2,2,5,2,7,7,2,2,2,6,2,5,2,2,2,5,1,1,6,6,5,6,2,7,3,6,2,2,2,4,2,2,6,5,3,2,7,6,6,6,2,2,6,7,3,6,2,5,2,4,7,6,2,5,2,7,7,1,2,2,7,4,2,2,2,5,5,2,2,2,606b510f116c085254237946,
1/31/23 17:34,1/31/23 17:45,0,100,619,1,1/31/23 17:45,R_24JmXbofB9iFGlL,anonymous,EN,"1,2,3,4,5,6,7",25,Man,,Portugal,It was yesterday night and I was playing The Last Of Us Part 2. I was looting this city and then I had to survive an ambush by killing some members of an organized patrol. It was intense and I really felt the adrenaline present in that scene. ,3,2,2,3,2,2,5,2,1,1,2,2,6,5,2,4,2,5,2,2,4,2,2,2,2,2,5,5,4,5,2,6,2,6,2,4,5,4,2,2,5,1,1,2,6,5,2,4,2,2,6,6,6,6,2,5,2,3,5,7,2,2,1,7,6,3,2,1,3,2,5,2,2,5,5,2,3,2,60d51a3f5496a458dc0d4716,
1/31/23 17:33,1/31/23 17:45,0,100,712,1,1/31/23 17:45,R_2qgeEwKNwysFHsV,anonymous,EN,"1,2,3,4,5,6,7",20,Man,,Hungary,"It was a game called Prey. (The new one). I booted up on my new xbox, and saw it very gladly that it ran in 60 fps, opposed to a lot of games that are on consoles which are only 30. So I played it more, and it's a really fun game. There are these black goo monters which can transform into any object in the room, and jumpscare the living soul out of you. 
I had a great time",1,1,5,1,1,1,7,1,1,1,1,2,7,6,5,1,1,3,1,1,1,1,1,1,1,1,6,6,6,7,2,7,1,7,1,1,1,6,1,4,6,1,1,1,7,7,1,5,1,5,6,7,6,7,3,7,1,1,7,7,1,1,1,7,7,3,1,1,3,1,5,1,1,5,6,1,1,1,615d5b821a79847e2b342374,
1/31/23 17:31,1/31/23 17:45,0,100,835,1,1/31/23 17:45,R_279g0g7UezzMqwa,anonymous,EN,"1,2,3,4,5,6,7",28,Man,,Portugal,"The last game I played was Warframe. I was trying to unlock a new character so I had to play the same level over and over again to get the necessary material to create the character. I was happy to get all the necessary materials, the character is now in process of creating wich will take 3 days.",7,6,5,2,1,1,7,6,1,1,3,5,7,6,6,2,6,6,6,6,4,1,2,2,5,4,5,5,6,6,4,6,5,4,4,2,4,3,6,1,5,1,1,4,6,4,6,5,4,5,5,6,5,7,2,6,1,7,5,5,5,6,5,6,5,5,1,4,7,7,5,4,1,5,5,7,5,6,5f3fcd7c2de32d06ac4f5197,
1/31/23 17:30,1/31/23 17:45,0,100,918,1,1/31/23 17:45,R_27Q1Py4HiNKWF16,anonymous,EN,"1,2,3,4,5,6,7",20,Man,,Portugal,"It was a game of league of legend about a week ago. I played with 4 friends. I played in the mid lane and won really hard but my friends fed the other team and I wasn't able to carry them even though I played well. Since I was playing with friends I didn't get upset because it's a more chill environment and we're not tryharding. Even though it was a bit frustrating to lose because of them, it was fun and we had a good time.",2,2,3,3,2,1,3,1,5,5,2,3,6,2,3,4,5,2,3,3,4,1,1,5,2,3,6,6,4,6,3,6,3,2,1,7,2,6,6,2,2,3,5,4,7,6,5,6,5,4,5,5,5,6,2,3,3,2,2,5,5,6,1,6,6,2,5,2,2,1,2,2,7,2,1,2,2,2,5fdbd8a82fbe510db8935564,
1/31/23 17:30,1/31/23 17:45,0,100,886,1,1/31/23 17:45,R_WumDlgapPAouV9v,anonymous,EN,"1,2,3,4,5,6,7",21,Man,,Poland,"Most recently, i played elden ring for about 3 hours. I Tried to kill an exceptionally hard boss. I felt a bit frustrated during the fight, but after it i felt rewarded.",3,3,3,2,3,3,6,3,2,3,1,2,6,6,2,4,3,5,2,5,5,3,5,3,2,4,5,5,4,6,3,6,5,5,4,5,3,3,2,2,4,2,2,2,6,6,4,7,2,3,6,6,5,6,4,6,2,3,5,6,4,5,4,6,6,2,2,4,5,2,5,2,3,6,5,2,3,4,5f35f88bfacca1651a562465,
1/31/23 17:33,1/31/23 17:45,0,100,743,1,1/31/23 17:45,R_1oe62aj98Xa59vm,anonymous,EN,"1,2,3,4,5,6,7",24,Man,,Poland,It was league of legends. I played with my friends so i was actually happy and had much fun while playing it.,4,1,6,3,3,3,5,4,4,3,3,4,5,5,5,4,4,5,2,2,4,4,5,5,5,4,6,6,4,5,4,5,5,5,5,7,5,4,3,3,4,5,5,4,6,6,5,4,3,5,5,5,6,5,2,5,2,4,5,4,5,3,4,4,7,3,3,3,4,4,5,4,4,2,4,1,4,2,5dcec3fa946f7c000b1b7c74,
1/31/23 17:33,1/31/23 17:45,0,100,746,1,1/31/23 17:45,R_124l0jr1wsCk5jw,anonymous,EN,"1,2,3,4,5,6,7",26,Man,,Poland,"assetto corsa. Usually i play this game to relax, just drive around with people but sometimes i take part in racing events when i have to be 100% focused and compete with others after all im a bit exhausted but enjoyed.",5,5,4,6,6,4,7,3,4,7,6,5,6,6,5,4,4,3,4,6,2,3,2,1,2,6,5,3,4,7,6,7,3,3,2,6,2,3,5,4,4,4,7,4,4,5,5,5,4,6,6,6,3,5,4,6,4,4,7,7,2,4,1,4,6,2,2,4,5,4,3,3,3,3,3,2,2,4,5eb319c3099ed01004be6c95,
1/31/23 17:33,1/31/23 17:45,0,100,720,1,1/31/23 17:45,R_3hyi4jI6JfypKzM,anonymous,EN,"1,2,3,4,5,6,7",25,Man,,Poland,"Actually I'm currently playing Green Hell, and notification of this study pulled me out of the game. Its survival game, with elements of storytelling and building. I've been hooked on it since last monday. While playing it i have to stay focused when exploring. Many things can damage you, poison, attack. When eating foods you have to prepare it, or know if its safe to eat. You can die of starvation, dehydration, poison, hallucinations, enemies and much more, so when playing i have to be carefull. When building, its kind of grindy game, but relaxing. When you are at stage of the game, when you have sources of food, things get more peacefull, but not entirely. So depending on what i choose to do, I can be quite relaxed or stressed.",1,1,5,4,1,1,7,1,4,2,4,5,6,7,6,1,1,6,1,1,4,2,2,1,2,1,5,6,7,7,7,7,1,7,1,1,1,4,1,1,4,1,1,1,4,6,1,6,1,1,7,7,5,7,3,6,1,1,6,7,5,6,1,7,7,1,1,1,6,1,2,1,1,4,1,1,1,1,616d98eb781483f580b76f4a,
1/31/23 17:35,1/31/23 17:45,0,100,637,1,1/31/23 17:45,R_2wcwpvXqDe2Wooe,anonymous,EN,"1,2,3,4,5,6,7",21,Woman,,Poland,It was Stardew Valley. I took care of my farm and crops. It was really relaxing.,4,2,5,1,2,2,5,4,2,2,4,6,6,6,5,1,1,5,2,2,6,2,5,4,2,1,6,6,7,5,1,5,1,6,5,1,5,1,3,1,6,2,1,2,6,6,4,3,4,2,6,5,3,6,3,6,6,4,5,2,1,4,5,6,6,2,4,5,5,4,3,3,1,6,5,2,4,2,5fa7e834819bc858e470ae14,
1/31/23 17:37,1/31/23 17:46,0,100,529,1,1/31/23 17:46,R_1Ho7nTYqhZKaDFL,anonymous,EN,"1,2,3,4,5,6,7",25,Man,,Poland,"Hell let loose. It's an FPS ww2 game that tries to be less arcade. Voice communication with your squad and whole team is very important. Highlight of last match was defense of the church where. I was playing as a sniper, hiding in the church tower, giving as much information about enemy positions to my squad leader. ",4,5,4,2,3,2,5,5,3,2,2,3,7,7,2,3,2,5,3,5,7,1,7,2,3,5,4,5,5,5,5,5,4,4,7,5,5,2,1,1,5,1,2,3,7,6,7,6,2,4,5,5,4,7,1,5,4,5,5,6,3,2,6,7,7,3,3,6,1,5,5,6,2,5,5,2,6,4,5ea936e503a71a000af12d7b,
1/31/23 17:29,1/31/23 17:46,0,100,985,1,1/31/23 17:46,R_1F8r0fHU1qK5PtS,anonymous,EN,"1,2,3,4,5,6,7",22,Man,,Portugal,"Honkai Impact 3rd, it's a gacha game, I completed my daily missions, play the events that are ongoing, farmed a bit and battled a lot. General fun simple experience, nothing to complain really, it's chill and there's no need to fall into money spending traps so it's always a relief i guess",2,1,5,1,1,1,5,2,3,1,3,2,6,4,1,1,1,5,2,1,5,1,1,1,1,1,6,6,4,5,1,5,1,6,2,1,6,1,2,1,5,1,1,2,6,2,1,5,1,1,6,5,6,6,4,6,1,2,6,4,1,2,4,6,7,5,1,4,2,2,3,1,1,1,6,2,2,1,5ea1fd326a1a5b0f94637a31,
